title,link,summary,date,source,cleaned,sentiment#,sentiment,trump,biden
We need to talk about Tara Reade,http://rss.cnn.com/~r/rss/cnn_topstories/~3/GZVBnjme1Fk/index.html,"On Friday, Joe Biden finally responded to the accusation that he sexually assaulted an aide, Tara Reade, in the early 1990s. He said her charge was false (""this never happened""),  and asked the Secretary of the Senate to have the National Archives identify any record of the complaint and release it to the press.",2020-05-02 03:39:28+00:00,rss/cnn_topstories,we need to talk about tara reade on friday joe biden finally responded to the accusation that he sexually assaulted an aide tara reade in the early 1990s he said her charge was false this never happened  and asked the secretary of the senate to have the national archives identify any record of the complaint and release it to the press,-0.765,negative,0,1
Refinancing could save homeowners big $$$,http://rss.cnn.com/~r/rss/cnn_topstories/~3/iqQjsWDvrcE/,,no date,rss/cnn_topstories,refinancing could save homeowners big  ,0.4939,positive,0,0
Check out 2020's greatest card offers,http://rss.cnn.com/~r/rss/cnn_topstories/~3/cj5a1VyiFbU/best-credit-cards,,no date,rss/cnn_topstories,check out 2020s greatest card offers ,0.6369,positive,0,0
Drake Drops 'Dark Lane Demo Tapes' - Listen Now,http://rss.cnn.com/~r/rss/cnn_topstories/~3/_Tg12KRUXeM/10233,,no date,rss/cnn_topstories,drake drops dark lane demo tapes  listen now ,0.0,neutral,0,0
"Spaniards soak up sun after lockdown eased, as daily death toll lowest in 6 weeks",http://rss.cnn.com/~r/rss/cnn_topstories/~3/iXdDqliOuUI/index.html,"Spaniards soaked up the sun this weekend as figures released by the country's Ministry of Health on Sunday revealed just 164 new deaths from Covid-19 in the past 24 hours, the lowest number in six weeks.",2020-05-03 15:01:48+00:00,rss/cnn_topstories,spaniards soak up sun after lockdown eased as daily death toll lowest in 6 weeks spaniards soaked up the sun this weekend as figures released by the countrys ministry of health on sunday revealed just 164 new deaths from covid19 in the past 24 hours the lowest number in six weeks,-0.765,negative,0,0
"'This is the safest place to be in the world, perhaps other than New Zealand'",http://rss.cnn.com/~r/rss/cnn_topstories/~3/Q04fZKEVXFM/index.html,,2020-05-01 09:41:00+00:00,rss/cnn_topstories,this is the safest place to be in the world perhaps other than new zealand ,0.4019,positive,0,0
"Russia adds over 10,000 cases in another record single-day increase",http://rss.cnn.com/~r/rss/cnn_topstories/~3/891WlhCRTgU/index.html,"Russia reported 10,633 new cases of the coronavirus in another record single-day increase Sunday, bringing the total number to 134,687.",2020-05-03 12:28:02+00:00,rss/cnn_topstories,russia adds over 10000 cases in another record singleday increase russia reported 10633 new cases of the coronavirus in another record singleday increase sunday bringing the total number to 134687,0.5994,positive,0,0
Chinese journalist jailed for 'vilifying the Communist Party and government',http://rss.cnn.com/~r/rss/cnn_topstories/~3/P_Xpy_VuVcs/index.html,A former Chinese state media journalist turned anti-corruption blogger has been sentenced to 15 years in prison.,2020-05-01 21:49:44+00:00,rss/cnn_topstories,chinese journalist jailed for vilifying the communist party and government a former chinese state media journalist turned anticorruption blogger has been sentenced to 15 years in prison,-0.5994,negative,0,0
What went wrong with UK's initial Covid-19 response?,http://rss.cnn.com/~r/rss/cnn_topstories/~3/KbF1gZoHrdQ/uk-response-coronavirus-boris-johnson-nick-paton-walsh-pkg-vpx.cnn,CNN's Nick Paton Walsh looks into the UK's initial response to Covid-19 and how that may have contributed to now having close to the worst death toll in Europe.,2020-05-03 12:01:34+00:00,rss/cnn_topstories,what went wrong with uks initial covid19 response cnns nick paton walsh looks into the uks initial response to covid19 and how that may have contributed to now having close to the worst death toll in europe,-0.9022,negative,0,0
Man arrested for camping at Disney island told police he didn't know he was trespassing,http://rss.cnn.com/~r/rss/cnn_topstories/~3/Kt2VTfO9tMQ/index.html,"A man arrested for camping at Walt Disney World's Discovery Island told police he didn't know he was trespassing on what looked to him like a ""tropical paradise,"" police said.",2020-05-03 16:39:14+00:00,rss/cnn_topstories,man arrested for camping at disney island told police he didnt know he was trespassing a man arrested for camping at walt disney worlds discovery island told police he didnt know he was trespassing on what looked to him like a tropical paradise police said,0.128,neutral,0,0
Coronavirus in the U.S.: Latest News and Updates,https://www.nytimes.com/2020/05/03/us/coronavirus-updates.html,"Case counts are still rising in many states even as some are easing restrictions, raising the threat of a ‘slow burn.’",2020-05-03 19:56:41+00:00,https://www.nytimes.com/section/us,coronavirus in the us latest news and updates case counts are still rising in many states even as some are easing restrictions raising the threat of a slow burn,-0.34,negative,0,0
"After a Lifetime Together, Coronavirus Takes Them Both",https://www.nytimes.com/2020/05/02/us/coronavirus-couples.html,"Across the country, reports are surfacing of long-term couples dying from Covid-19 in quick succession, redoubling the pain for those they leave behind.",2020-05-02 15:13:45+00:00,https://www.nytimes.com/section/us,after a lifetime together coronavirus takes them both across the country reports are surfacing of longterm couples dying from covid19 in quick succession redoubling the pain for those they leave behind,-0.4019,negative,0,0
‘Murder Hornets’ in the U.S.: The Rush to Stop the Asian Giant Hornet,https://www.nytimes.com/2020/05/02/us/asian-giant-hornet-washington.html,Sightings of the Asian giant hornet have prompted fears that the vicious insect could establish itself in the United States and devastate bee populations.,2020-05-03 17:16:01+00:00,https://www.nytimes.com/section/us,murder hornets in the us the rush to stop the asian giant hornet sightings of the asian giant hornet have prompted fears that the vicious insect could establish itself in the united states and devastate bee populations,-0.926,negative,0,0
Coronavirus Drives Signs of a Major Drop in College Enrollment,https://www.nytimes.com/2020/05/01/us/coronavirus-college-enrollment.html,"Uncertain that campuses will reopen, students are reluctant to commit for the fall. For schools, enrollment drops and lost revenue could be devastating.",2020-05-01 21:09:54+00:00,https://www.nytimes.com/section/us,coronavirus drives signs of a major drop in college enrollment uncertain that campuses will reopen students are reluctant to commit for the fall for schools enrollment drops and lost revenue could be devastating,-0.8658,negative,0,0
Why Biden’s Choice of Running Mate Has Momentous Implications,https://www.nytimes.com/2020/05/03/us/politics/joe-biden-vice-president-pick.html,Mr. Biden has hinted that he might serve only one term if he wins. That would set up a woman as the front-runner for 2024 and perhaps define the Democratic agenda for the next decade.,2020-05-03 18:04:47+00:00,https://www.nytimes.com/section/us,why bidens choice of running mate has momentous implications mr biden has hinted that he might serve only one term if he wins that would set up a woman as the frontrunner for 2024 and perhaps define the democratic agenda for the next decade,0.5719,positive,0,1
Murder Hornets vs. Honeybees: A Swarm of Bees Can Cook Invaders Alive,https://www.nytimes.com/2020/05/03/us/murder-hornets-asian-giant-hornet-bees.html,"While the Asian giant hornet massacres honeybees in their hives, some bees have developed a remarkable defense: cooking the hornets alive.",2020-05-03 16:44:34+00:00,https://www.nytimes.com/section/us,murder hornets vs honeybees a swarm of bees can cook invaders alive while the asian giant hornet massacres honeybees in their hives some bees have developed a remarkable defense cooking the hornets alive,0.5574,positive,0,0
My Co-Anchor Is Pawing at the Door: Back to You in the Studio,https://www.nytimes.com/2020/05/03/business/media/meteorologists-dogs-cats-coronavirus.html,"As TV meteorologists and reporters work from home, pets have become a part of their reports — often by accident, and always to delightful effect.",2020-05-03 20:39:51+00:00,https://www.nytimes.com/section/us,my coanchor is pawing at the door back to you in the studio as tv meteorologists and reporters work from home pets have become a part of their reports  often by accident and always to delightful effect,0.1779,neutral,0,0
Trump Nominee Is Among Judges Opposed to Banning Membership in Conservative Group,https://www.nytimes.com/2020/05/03/us/politics/judges-federalist-society.html,"Judge Justin Walker joined a bevy of judges, many appointees of the president, in railing against an ethics proposal on the Federalist Society.",2020-05-03 14:24:57+00:00,https://www.nytimes.com/section/us,trump nominee is among judges opposed to banning membership in conservative group judge justin walker joined a bevy of judges many appointees of the president in railing against an ethics proposal on the federalist society,0.0,neutral,1,0
"Boris Johnson, China, Italy: Coronavirus World Updates",https://www.nytimes.com/2020/05/03/world/coronavirus-news.html,"European plans for reopening have prompted protests and sown confusion, and the band U2 has helped get protective gear to Ireland.",2020-05-03 20:31:35+00:00,https://www.nytimes.com/section/us,boris johnson china italy coronavirus world updates european plans for reopening have prompted protests and sown confusion and the band u2 has helped get protective gear to ireland,-0.4767,negative,0,0
"'Scrubs' Actor, Sam Lloyd, Dies at 56",https://www.nytimes.com/2020/05/02/arts/television/sam-lloyd-dead.html,"Mr. Lloyd appeared in dozens of television shows and films in his career, including “Seinfeld,” “Modern Family” and “The West Wing.”",2020-05-03 17:18:42+00:00,https://www.nytimes.com/section/us,scrubs actor sam lloyd dies at 56 mr lloyd appeared in dozens of television shows and films in his career including seinfeld modern family and the west wing,0.0,neutral,0,0
Anti-Vaccination Activists Are Growing Force at Virus Protests,https://www.nytimes.com/2020/05/02/us/anti-vaxxers-coronavirus-protests.html,Public health experts fear that their messaging could further harm the country’s response to the pandemic.,2020-05-03 03:48:27+00:00,https://www.nytimes.com/section/us,antivaccination activists are growing force at virus protests public health experts fear that their messaging could further harm the countrys response to the pandemic,-0.7845,negative,0,0
